# REQ-019 allowed-combination denominator (identity axes).
# Provenance: OPEN_ORACLE SoloDAoC IsCharacterValid join:
#   class ∈ STARTING_CLASSES_DICT[realm]  (not Enum.IsDefined, not Albion-only, not Cartesian)
#   race ∈ CharacterClassDB.EligibleRaces
#   gender ∈ {0,1} minus RACE_GENDER_CONSTRAINTS_DICT / CLASS_GENDER_CONSTRAINTS_DICT
# Stats/points (30-point progressive cost) are a separate joint axis in charcreate.rs.
# legality=ALLOWED only. Unknown table gaps must be UNESTABLISHED in the classifier, never guessed.
realm_id	realm	class_id	class	base_class_id	base_class	race_id	race	gender_id	gender	career_keys
1	Albion	2	Armsman	14	Fighter	4	Saracen	0	Male	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	4	Saracen	1	Female	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	13	Inconnu	0	Male	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	13	Inconnu	1	Female	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	16	HalfOgre	0	Male	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	16	HalfOgre	1	Female	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	2	Armsman	14	Fighter	19	AlbionMinotaur	0	Male	FighterCareer|CharacterStyleUserCareer|PureTankCareer|ArmsmanCareer
1	Albion	3	Scout	17	Rogue	1	Briton	0	Male	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	1	Briton	1	Female	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	3	Highlander	0	Male	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	3	Highlander	1	Female	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	4	Saracen	0	Male	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	4	Saracen	1	Female	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	13	Inconnu	0	Male	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	3	Scout	17	Rogue	13	Inconnu	1	Female	RogueCareer|CharacterStyleUserCareer|ScoutCareer
1	Albion	4	Minstrel	17	Rogue	1	Briton	0	Male	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	4	Minstrel	17	Rogue	1	Briton	1	Female	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	4	Minstrel	17	Rogue	3	Highlander	0	Male	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	4	Minstrel	17	Rogue	3	Highlander	1	Female	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	4	Minstrel	17	Rogue	4	Saracen	0	Male	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	4	Minstrel	17	Rogue	4	Saracen	1	Female	RogueCareer|CharacterStyleUserCareer|MinstrelCareer
1	Albion	5	Theurgist	15	Elementalist	1	Briton	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	5	Theurgist	15	Elementalist	1	Briton	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	5	Theurgist	15	Elementalist	2	Avalonian	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	5	Theurgist	15	Elementalist	2	Avalonian	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	5	Theurgist	15	Elementalist	16	HalfOgre	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	5	Theurgist	15	Elementalist	16	HalfOgre	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	6	Cleric	16	Acolyte	1	Briton	0	Male	AcolyteCareer|ClericCareer
1	Albion	6	Cleric	16	Acolyte	1	Briton	1	Female	AcolyteCareer|ClericCareer
1	Albion	6	Cleric	16	Acolyte	2	Avalonian	0	Male	AcolyteCareer|ClericCareer
1	Albion	6	Cleric	16	Acolyte	2	Avalonian	1	Female	AcolyteCareer|ClericCareer
1	Albion	6	Cleric	16	Acolyte	3	Highlander	0	Male	AcolyteCareer|ClericCareer
1	Albion	6	Cleric	16	Acolyte	3	Highlander	1	Female	AcolyteCareer|ClericCareer
1	Albion	7	Wizard	15	Elementalist	1	Briton	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	7	Wizard	15	Elementalist	1	Briton	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	7	Wizard	15	Elementalist	2	Avalonian	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	7	Wizard	15	Elementalist	2	Avalonian	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	7	Wizard	15	Elementalist	16	HalfOgre	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	7	Wizard	15	Elementalist	16	HalfOgre	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	1	Briton	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	1	Briton	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	2	Avalonian	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	2	Avalonian	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	4	Saracen	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	4	Saracen	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	13	Inconnu	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	13	Inconnu	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	16	HalfOgre	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	8	Sorcerer	18	Mage	16	HalfOgre	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	9	Infiltrator	17	Rogue	1	Briton	0	Male	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	1	Briton	1	Female	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	3	Highlander	0	Male	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	3	Highlander	1	Female	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	4	Saracen	0	Male	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	4	Saracen	1	Female	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	13	Inconnu	0	Male	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	9	Infiltrator	17	Rogue	13	Inconnu	1	Female	RogueCareer|AssassinCareer|InfiltratorCareer|CharacterStyleUserCareer
1	Albion	10	Friar	16	Acolyte	1	Briton	0	Male	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	10	Friar	16	Acolyte	1	Briton	1	Female	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	10	Friar	16	Acolyte	2	Avalonian	0	Male	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	10	Friar	16	Acolyte	2	Avalonian	1	Female	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	10	Friar	16	Acolyte	3	Highlander	0	Male	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	10	Friar	16	Acolyte	3	Highlander	1	Female	AcolyteCareer|CharacterStyleUserCareer|FriarCareer
1	Albion	11	Mercenary	14	Fighter	1	Briton	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	1	Briton	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	2	Avalonian	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	2	Avalonian	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	3	Highlander	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	3	Highlander	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	4	Saracen	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	4	Saracen	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	13	Inconnu	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	13	Inconnu	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	16	HalfOgre	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	16	HalfOgre	1	Female	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	11	Mercenary	14	Fighter	19	AlbionMinotaur	0	Male	FighterCareer|CharacterStyleUserCareer|LightTankCareer|MercenaryCareer
1	Albion	12	Necromancer	20	Disciple	1	Briton	0	Male	AlbClothCasterCareer
1	Albion	12	Necromancer	20	Disciple	1	Briton	1	Female	AlbClothCasterCareer
1	Albion	12	Necromancer	20	Disciple	4	Saracen	0	Male	AlbClothCasterCareer
1	Albion	12	Necromancer	20	Disciple	4	Saracen	1	Female	AlbClothCasterCareer
1	Albion	12	Necromancer	20	Disciple	13	Inconnu	0	Male	AlbClothCasterCareer
1	Albion	12	Necromancer	20	Disciple	13	Inconnu	1	Female	AlbClothCasterCareer
1	Albion	13	Cabalist	18	Mage	1	Briton	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	1	Briton	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	2	Avalonian	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	2	Avalonian	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	4	Saracen	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	4	Saracen	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	13	Inconnu	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	13	Inconnu	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	16	HalfOgre	0	Male	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	13	Cabalist	18	Mage	16	HalfOgre	1	Female	AlbClothCasterCareer|CharacterQuickcastUserCareer
1	Albion	14	Fighter	14	Fighter	1	Briton	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	1	Briton	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	2	Avalonian	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	2	Avalonian	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	3	Highlander	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	3	Highlander	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	4	Saracen	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	4	Saracen	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	13	Inconnu	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	13	Inconnu	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	16	HalfOgre	0	Male	FighterCareer
1	Albion	14	Fighter	14	Fighter	16	HalfOgre	1	Female	FighterCareer
1	Albion	14	Fighter	14	Fighter	19	AlbionMinotaur	0	Male	FighterCareer
1	Albion	15	Elementalist	15	Elementalist	1	Briton	0	Male	AlbClothCasterCareer
1	Albion	15	Elementalist	15	Elementalist	1	Briton	1	Female	AlbClothCasterCareer
1	Albion	15	Elementalist	15	Elementalist	2	Avalonian	0	Male	AlbClothCasterCareer
1	Albion	15	Elementalist	15	Elementalist	2	Avalonian	1	Female	AlbClothCasterCareer
1	Albion	15	Elementalist	15	Elementalist	16	HalfOgre	0	Male	AlbClothCasterCareer
1	Albion	15	Elementalist	15	Elementalist	16	HalfOgre	1	Female	AlbClothCasterCareer
1	Albion	16	Acolyte	16	Acolyte	1	Briton	0	Male	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	1	Briton	1	Female	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	2	Avalonian	0	Male	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	2	Avalonian	1	Female	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	3	Highlander	0	Male	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	3	Highlander	1	Female	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	13	Inconnu	0	Male	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	13	Inconnu	1	Female	AcolyteCareer
1	Albion	16	Acolyte	16	Acolyte	19	AlbionMinotaur	0	Male	AcolyteCareer
1	Albion	17	Rogue	17	Rogue	1	Briton	0	Male	RogueCareer
1	Albion	17	Rogue	17	Rogue	1	Briton	1	Female	RogueCareer
1	Albion	17	Rogue	17	Rogue	3	Highlander	0	Male	RogueCareer
1	Albion	17	Rogue	17	Rogue	3	Highlander	1	Female	RogueCareer
1	Albion	17	Rogue	17	Rogue	4	Saracen	0	Male	RogueCareer
1	Albion	17	Rogue	17	Rogue	4	Saracen	1	Female	RogueCareer
1	Albion	17	Rogue	17	Rogue	13	Inconnu	0	Male	RogueCareer
1	Albion	17	Rogue	17	Rogue	13	Inconnu	1	Female	RogueCareer
1	Albion	18	Mage	18	Mage	1	Briton	0	Male	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	1	Briton	1	Female	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	2	Avalonian	0	Male	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	2	Avalonian	1	Female	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	4	Saracen	0	Male	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	4	Saracen	1	Female	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	13	Inconnu	0	Male	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	13	Inconnu	1	Female	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	16	HalfOgre	0	Male	AlbClothCasterCareer
1	Albion	18	Mage	18	Mage	16	HalfOgre	1	Female	AlbClothCasterCareer
1	Albion	19	Reaver	14	Fighter	1	Briton	0	Male	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	19	Reaver	14	Fighter	1	Briton	1	Female	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	19	Reaver	14	Fighter	4	Saracen	0	Male	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	19	Reaver	14	Fighter	4	Saracen	1	Female	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	19	Reaver	14	Fighter	13	Inconnu	0	Male	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	19	Reaver	14	Fighter	13	Inconnu	1	Female	FighterCareer|CharacterStyleUserCareer|ReaverCareer
1	Albion	20	Disciple	20	Disciple	1	Briton	0	Male	AlbClothCasterCareer
1	Albion	20	Disciple	20	Disciple	1	Briton	1	Female	AlbClothCasterCareer
1	Albion	20	Disciple	20	Disciple	4	Saracen	0	Male	AlbClothCasterCareer
1	Albion	20	Disciple	20	Disciple	4	Saracen	1	Female	AlbClothCasterCareer
1	Albion	20	Disciple	20	Disciple	13	Inconnu	0	Male	AlbClothCasterCareer
1	Albion	20	Disciple	20	Disciple	13	Inconnu	1	Female	AlbClothCasterCareer
1	Albion	33	Heretic	16	Acolyte	1	Briton	0	Male	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	1	Briton	1	Female	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	2	Avalonian	0	Male	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	2	Avalonian	1	Female	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	4	Saracen	0	Male	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	4	Saracen	1	Female	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	13	Inconnu	0	Male	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	13	Inconnu	1	Female	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	33	Heretic	16	Acolyte	19	AlbionMinotaur	0	Male	AlbClothCasterCareer|CharacterStyleUserCareer|HereticCareer
1	Albion	60	Mauler	14	Fighter	1	Briton	0	Male	MaulerCareer|MaulerAlbCareer|CharacterStyleUserCareer
1	Albion	60	Mauler	14	Fighter	1	Briton	1	Female	MaulerCareer|MaulerAlbCareer|CharacterStyleUserCareer
1	Albion	60	Mauler	14	Fighter	13	Inconnu	0	Male	MaulerCareer|MaulerAlbCareer|CharacterStyleUserCareer
1	Albion	60	Mauler	14	Fighter	13	Inconnu	1	Female	MaulerCareer|MaulerAlbCareer|CharacterStyleUserCareer
1	Albion	60	Mauler	14	Fighter	19	AlbionMinotaur	0	Male	MaulerCareer|MaulerAlbCareer|CharacterStyleUserCareer
2	Midgard	21	Thane	35	Viking	5	Norseman	0	Male	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	5	Norseman	1	Female	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	6	Troll	0	Male	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	6	Troll	1	Female	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	7	Dwarf	0	Male	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	7	Dwarf	1	Female	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	17	Frostalf	0	Male	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	17	Frostalf	1	Female	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	21	Thane	35	Viking	20	MidgardMinotaur	0	Male	VikingCareer|CharacterStyleUserCareer|ThaneCareer
2	Midgard	22	Warrior	35	Viking	5	Norseman	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	5	Norseman	1	Female	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	6	Troll	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	6	Troll	1	Female	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	7	Dwarf	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	7	Dwarf	1	Female	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	8	Kobold	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	8	Kobold	1	Female	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	14	Valkyn	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	14	Valkyn	1	Female	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	22	Warrior	35	Viking	20	MidgardMinotaur	0	Male	VikingCareer|CharacterStyleUserCareer|PureTankCareer|WarriorCareer
2	Midgard	23	Shadowblade	38	Rogue	5	Norseman	0	Male	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	5	Norseman	1	Female	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	7	Dwarf	0	Male	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	7	Dwarf	1	Female	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	8	Kobold	0	Male	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	8	Kobold	1	Female	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	14	Valkyn	0	Male	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	14	Valkyn	1	Female	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	17	Frostalf	0	Male	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	23	Shadowblade	38	Rogue	17	Frostalf	1	Female	MidgardRogueCareer|AssassinCareer|ShadowbladeCareer|CharacterStyleUserCareer
2	Midgard	24	Skald	35	Viking	5	Norseman	0	Male	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	5	Norseman	1	Female	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	6	Troll	0	Male	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	6	Troll	1	Female	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	7	Dwarf	0	Male	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	7	Dwarf	1	Female	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	8	Kobold	0	Male	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	24	Skald	35	Viking	8	Kobold	1	Female	VikingCareer|CharacterStyleUserCareer|SkaldCareer
2	Midgard	25	Hunter	38	Rogue	5	Norseman	0	Male	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	5	Norseman	1	Female	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	7	Dwarf	0	Male	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	7	Dwarf	1	Female	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	8	Kobold	0	Male	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	8	Kobold	1	Female	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	14	Valkyn	0	Male	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	14	Valkyn	1	Female	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	17	Frostalf	0	Male	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	25	Hunter	38	Rogue	17	Frostalf	1	Female	MidgardRogueCareer|CharacterStyleUserCareer|HunterCareer
2	Midgard	26	Healer	37	Seer	5	Norseman	0	Male	SeerCareer
2	Midgard	26	Healer	37	Seer	5	Norseman	1	Female	SeerCareer
